======================================================================
DQN Agent Evaluation Results
======================================================================
Generated: 2025-12-01 14:00:13
======================================================================

SUMMARY STATISTICS
----------------------------------------------------------------------
Games Played: 20000
Wins: 4373
Win Rate: 21.87%
Evaluation Runtime: 2749.12 seconds (45.82 minutes)

SCORE STATISTICS
----------------------------------------------------------------------
Average Score: 894.80
Std Dev: 495.46
Min Score: -89.00
Max Score: 2012.00
Median Score: 872.00

EPISODE LENGTH STATISTICS
----------------------------------------------------------------------
Average Length: 594.71 moves
Min Length: 76 moves
Max Length: 2998 moves
Median Length: 598 moves

INDIVIDUAL GAME RESULTS
----------------------------------------------------------------------
Game   Win    Score      Length    
627    Yes    1332.00    1012      
628    No     20.00      88        
629    No     479.00     361       
630    No     1171.00    837       
631    No     763.00     741       
632    No     908.00     636       
633    No     1078.00    784       
634    Yes    1582.00    862       
635    No     852.00     622       
636    No     470.00     298       
637    Yes    1560.00    928       
638    No     378.00     244       
639    Yes    1803.00    799       
640    No     667.00     699       
641    No     490.00     388       
642    Yes    1596.00    820       
643    No     891.00     716       
644    Yes    1734.00    1006      
645    No     178.00     214       
646    No     917.00     879       
647    No     850.00     478       
648    Yes    1815.00    763       
649    No     847.00     457       
650    No     369.00     211       
651    No     1078.00    816       
652    No     1289.00    631       
653    No     684.00     618       
654    Yes    1374.00    886       
655    No     1013.00    589       
656    No     598.00     276       
657    No     885.00     375       
658    No     1124.00    797       
659    No     1359.00    751       
660    No     800.00     510       
661    No     179.00     211       
662    No     756.00     522       
663    No     844.00     556       
664    Yes    1544.00    976       
665    No     1040.00    569       
666    Yes    1513.00    1069      
667    Yes    1170.00    898       
668    No     1373.00    801       
669    No     893.00     889       
670    Yes    1701.00    1105      
671    No     761.00     417       
672    Yes    1770.00    898       
673    Yes    1412.00    772       
674    No     908.00     934       
675    No     1028.00    606       
676    No     672.00     864       
677    No     839.00     542       
678    No     910.00     779       
679    No     939.00     542       
680    No     69.00      211       
681    No     678.00     756       
682    No     181.00     235       
683    No     885.00     883       
684    No     865.00     644       
685    No     471.00     477       
686    No     457.00     457       
687    No     912.00     744       
688    No     1212.00    534       
689    No     495.00     374       
690    No     792.00     774       
691    No     820.00     510       
692    No     335.00     223       
693    No     936.00     761       
694    No     1120.00    448       
695    No     1119.00    782       
696    No     955.00     434       
697    No     403.00     259       
698    No     478.00     426       
699    No     846.00     580       
700    No     338.00     214       
701    No     959.00     843       
702    No     805.00     554       
703    No     193.00     259       
704    Yes    1318.00    1054      
705    No     1057.00    669       
706    No     358.00     214       
707    No     719.00     542       
708    No     806.00     551       
709    No     286.00     370       
710    Yes    1749.00    961       
711    No     487.00     369       
712    No     492.00     384       
713    No     1150.00    779       
714    No     397.00     247       
715    No     506.00     611       
716    No     914.00     407       
717    Yes    1643.00    1279      
718    No     379.00     211       
719    No     989.00     423       
